,US Muni,US Tbill 1-3yr,US AGG,Global AGG,US Dollar,Commodities,Long Short HF,Event Driven HF,Macro HF,Relative Value HF,EM Bond,TIPs,High Yield,MSCI World,MSCI Canada,MSCI EAFE,MSCI EM Equity,MSCI Europe,MSCI Japan,MSCI Asia ex-J,US Growth,US Value,US Small Cap,US Mid Cap,Gold,S&P500
2002/8/31,0.01075717498620880000 ,0.00352960051339646000 ,0.01688399030344190000 ,0.01631816570242250000 ,0.01422261631402750000 ,0.03940178314639060000 ,0.00283789719707905000 ,0.00369116078047282000 ,0.00629181489477393000 ,0.00683748417829833000 ,0.07318727177882110000 ,0.03386030222358280000 ,0.02497427999196430000 ,0.00170761284823673000 ,0.01227796402970970000 ,-0.00226996804392054000 ,0.01528749121972720000 ,-0.00018323031942979500 ,-0.01061859408379460000 ,-0.01782870379945800000 ,0.00298938337772481000 ,0.00755163089947941000 ,-0.00254664174353281000 ,0.00547476522009660000 ,0.03030802174271120000 ,0.00656538696518827000 
2002/9/30,0.01843286802178450000 ,0.00857980282440707000 ,0.01619570308010630000 ,0.01105000227864190000 ,0.00213442320766966000 ,0.03766025641025640000 ,-0.01961391210125140000 ,-0.01488185853031740000 ,0.00931858196066160000 ,0.00291382907944970000 ,-0.02770621688621000000 ,0.02631033969207670000 ,-0.01556973715860470000 ,-0.11010025604912300000 ,-0.08069104063980730000 ,-0.10739347067424400000 ,-0.10792571043053400000 ,-0.13155011773972900000 ,-0.04469300700650460000 ,-0.11013540547939400000 ,-0.10372867198002800000 ,-0.11118818505618200000 ,-0.07181354902291190000 ,-0.09226288498322970000 ,0.03453237410071950000 ,-0.10867958508799800000 
2002/10/31,-0.01393742785951160000 ,0.00227200676318295000 ,-0.00455487298385260000 ,-0.00284768798370605000 ,0.00449426274596854000 ,-0.01031638010055280000 ,0.00555678181613950000 ,0.00702008740991933000 ,-0.01645080140979300000 ,0.00414194678613389000 ,0.06154076888466740000 ,-0.01720219230495120000 ,-0.00840422322775269000 ,0.07368404578842490000 ,0.03013823936998210000 ,0.05374554984594160000 ,0.06497009809942900000 ,0.09665466762060990000 ,-0.06960272263915830000 ,0.05086731192465170000 ,0.09173136421671300000 ,0.07408657917605320000 ,0.03206192330279610000 ,0.05054278162476260000 ,-0.01792613197341990000 ,0.08801654004633890000 
2002/11/30,-0.00412309718281145000 ,-0.00337392587906582000 ,-0.00026592330405117400 ,0.00261620197079204000 ,-0.01399794594314150000 ,0.00283472169207633000 ,0.02670020203190360000 ,0.02924078205379900000 ,-0.00463510316570892000 ,0.01117200083674220000 ,0.02835075821795230000 ,-0.00859525504877312000 ,0.06252243591693700000 ,0.05376376342896560000 ,0.05834256935104110000 ,0.04538528978796960000 ,0.06881804571133920000 ,0.04910334997138000000 ,0.04043995274389230000 ,0.05312285363629200000 ,0.05431469482574220000 ,0.06299600107187770000 ,0.08924380834349450000 ,0.06942419944042340000 ,0.00125885129819037000 ,0.05885913746600900000 
2002/12/31,0.01978021721740620000 ,0.00983866701930691000 ,0.02065581288695250000 ,0.04053269559243010000 ,-0.00953817462196616000 ,0.04896643213380150000 ,-0.01135000074209070000 ,0.00256000869480455000 ,0.03413999753492640000 ,0.00695001462134193000 ,0.03072907125847220000 ,0.02757090347011280000 ,0.01455337765485320000 ,-0.04858619733717810000 ,-0.00811026473089504000 ,-0.03362438468688060000 ,-0.03326315344004920000 ,-0.03626111951473820000 ,-0.02570965280716190000 ,-0.06097443628315750000 ,-0.06907613709585350000 ,-0.04343441933521260000 ,-0.05567952981132250000 ,-0.03939605070050120000 ,0.09398082665409400000 ,-0.05874801849701330000 
2003/1/31,-0.00173634734722483000 ,-0.00015714210884709700 ,0.00085372538799566300 ,0.01123800584063410000 ,-0.02668154111920430000 ,0.07697397559244610000 ,-0.00006999239708294080 ,0.01308999701542950000 ,0.02520000676146590000 ,0.01027999416139960000 ,0.01648376060781100000 ,0.01099540064475010000 ,0.03002125023634910000 ,-0.03047406248863200000 ,0.02787126038982430000 ,-0.04174772652189750000 ,-0.00440711354309165000 ,-0.04730809450269920000 ,-0.04053373902959210000 ,0.00818645534453699000 ,-0.02426482353015810000 ,-0.02420977411981740000 ,-0.02767719141868450000 ,-0.02022446938998570000 ,0.05775032322942100000 ,-0.02619626443890470000 
2003/2/28,0.01335939616399880000 ,0.00440067057837390000 ,0.01383651187012890000 ,0.01293244007759610000 ,-0.01077536977478950000 ,0.03364779562593510000 ,-0.00782000226565693000 ,-0.00096999823571553000 ,0.01909999589794100000 ,0.00695000857741901000 ,0.03199580382900600000 ,0.03525372946946790000 ,0.01345253392586580000 ,-0.01750160691074300000 ,0.03480044378157410000 ,-0.02294999196244380000 ,-0.02810525841382490000 ,-0.03263548187016780000 ,0.00584781368287368000 ,-0.04171795769478360000 ,-0.00459252244159636000 ,-0.02665939545029590000 ,-0.03021518987341780000 ,-0.01324627782200320000 ,-0.04943637104441120000 ,-0.01500385258039830000 
2003/3/31,0.00046683467439989600 ,0.00187773836845406000 ,-0.00077050472487683000 ,0.00249723922361356000 ,-0.00716033615162581000 ,-0.07544926827631490000 ,-0.00065000360379630100 ,0.00950999333828761000 ,-0.02230999831453570000 ,0.00711998525729207000 ,0.01622193985599330000 ,-0.01313325898691680000 ,0.02639653741446950000 ,-0.00330064627232862000 ,-0.01324785030664590000 ,-0.01964820322340970000 ,-0.02855494794464760000 ,-0.01491884165583060000 ,-0.04525250110674990000 ,-0.04706963807997360000 ,0.01861159774100510000 ,0.00166215776358403000 ,0.01287674827757020000 ,0.00987338009002414000 ,-0.03571938848406920000 ,0.00970892967750747000 
2003/4/30,0.00602760496195609000 ,0.00182215743440239000 ,0.00825155549252821000 ,0.01282700919821010000 ,-0.00356688212720369000 ,-0.00622676628110153000 ,0.02431999815453830000 ,0.03151999653766160000 ,0.01227000127897030000 ,0.01385000632839910000 ,0.05697495102738290000 ,-0.00296001693810544000 ,0.05811763652310890000 ,0.08861855780415850000 ,0.06345830093937610000 ,0.09801213445104300000 ,0.08893152700871340000 ,0.13487241478718800000 ,-0.00781504441981440000 ,0.03148690931127040000 ,0.07393680838755090000 ,0.08802275747994990000 ,0.09481745344348960000 ,0.07263359885922330000 ,0.00325974218402725000 ,0.08237045932309810000 
2003/5/31,0.02101738543028950000 ,0.00384555422751109000 ,0.01864509600684760000 ,0.03554490313275640000 ,-0.04671515960221060000 ,0.05845802291366690000 ,0.04079000988471270000 ,0.04146000768087400000 ,0.05664999400923420000 ,0.00978999555563909000 ,0.04144321766561520000 ,0.04178977698572650000 ,0.01146552625421320000 ,0.05693371725898010000 ,0.08537558016098500000 ,0.06059252296195460000 ,0.07149638829370940000 ,0.06486151415468530000 ,0.04848902750623260000 ,0.08624183202445890000 ,0.04991468652272600000 ,0.06455087592170060000 ,0.10731271245188800000 ,0.09152264583438030000 ,0.07650273224043700000 ,0.05268715376213630000 
2003/6/30,-0.00413300863229582000 ,0.00155303618574321000 ,-0.00198484613127592000 ,-0.01084348630705900000 ,-0.01177440551061240000 ,-0.02472385289899000000 ,0.01518999612628850000 ,0.02455999362641510000 ,0.00531000611497334000 ,0.00479001012528601000 ,-0.00003786301162389540 ,-0.00691205929327054000 ,0.02800173257336370000 ,0.01718078849562900000 ,0.02625608520351590000 ,0.02416602391910220000 ,0.05668444822294210000 ,0.00964189455674647000 ,0.07373069920520230000 ,0.06268350294708490000 ,0.01376955022439020000 ,0.01250310450452120000 ,0.01809655524299950000 ,0.01010351372982310000 ,-0.04952668404445060000 ,0.01275683971822010000 
2003/7/31,-0.02958018481609790000 ,-0.00578901121620923000 ,-0.03361925843940240000 ,-0.02913660959872950000 ,0.02046919863048990000 ,0.00601420160210253000 ,0.02414000147458560000 ,0.01459999589162630000 ,0.00725999517111320000 ,0.00037999349000572600 ,-0.03540325634229470000 ,-0.04519078685238920000 ,-0.01354767661774910000 ,0.02019033815501900000 ,0.00315393802132435000 ,0.02420650506228110000 ,0.06218784496996600000 ,0.02031481002611520000 ,0.04058447753370010000 ,0.08469312504544170000 ,0.02488322063905550000 ,0.01489021983288260000 ,0.06257040771355320000 ,0.03295924941681470000 ,0.02295034642032360000 ,0.01763135004590330000 
2003/8/31,0.00724614587897854000 ,0.00051988562516247500 ,0.00663922691481744000 ,-0.00228815051670617000 ,0.01235252282391250000 ,0.03949159779960310000 ,0.02381000156088490000 ,0.01948000277086930000 ,0.01856000821487650000 ,0.00372999127141616000 ,0.02433758586849840000 ,0.01831713049606650000 ,0.01277269075915370000 ,0.02148205402042080000 ,0.05200217259112590000 ,0.02414946589583700000 ,0.06691446839683370000 ,-0.00188891969104532000 ,0.10537529935094900000 ,0.07652900000957570000 ,0.02487141477950840000 ,0.01558258456511760000 ,0.04584869527172080000 ,0.04342701935203850000 ,0.05982785381684770000 ,0.01950249907796600000 
2003/9/30,0.02758393914380290000 ,0.00956092491556260000 ,0.02647064052194610000 ,0.04806177757679400000 ,-0.01911028100857450000 ,0.00083608807438762000 ,0.00782999624482494000 ,0.01269001234692380000 ,0.02258000019093350000 ,0.00857000762645388000 ,0.03506418854186630000 ,0.03396360746394690000 ,0.02713064982243600000 ,0.00601847575466818000 ,0.01710748584020630000 ,0.03082649043680720000 ,0.00728361432591362000 ,0.02034238552583310000 ,0.05929373122647610000 ,0.00754294050149884000 ,-0.01070533507354620000 ,-0.00975743045517041000 ,-0.01845841935444000000 ,-0.01252980382334670000 ,0.02609506057781920000 ,-0.01061962576813810000 
2003/10/31,-0.00619596264498168000 ,-0.00386020896597872000 ,-0.00932629026671283000 ,-0.00557764150003548000 ,-0.03772427492015680000 ,0.04775724446976910000 ,0.03117000076932740000 ,0.02510999980629890000 ,0.01728999836369850000 ,0.01057000223011940000 ,0.00488707885968154000 ,0.00822920720019593000 ,0.02074254145708700000 ,0.05924189968525770000 ,0.06727207318208510000 ,0.06232884980915230000 ,0.08507633815120700000 ,0.06689634480731520000 ,0.04576820236931470000 ,0.08566181988328880000 ,0.05616744547048680000 ,0.06119987538386230000 ,0.08397654949981040000 ,0.07632710203409370000 ,-0.00285454781367589000 ,0.05656941735637980000 
2003/11/30,0.00737760968765633000 ,-0.00051668905652579900 ,0.00239504208805719000 ,0.01302831024506080000 ,-0.00355053668419447000 ,-0.00314777006069722000 ,0.01134999414461200000 ,0.01628999874576280000 ,0.00192999739892796000 ,0.00483000607418416000 ,0.01230565175742380000 ,-0.00366569147837914000 ,0.01382086134112880000 ,0.01511456240277890000 ,0.02960862780657330000 ,0.02223201545112840000 ,0.01217069777193290000 ,0.04256117928136780000 ,-0.03087090262455090000 ,-0.01232780913038530000 ,0.01046946179810670000 ,0.01356520061566590000 ,0.03548834468283670000 ,0.02806764275614680000 ,0.03617436564736500000 ,0.00879880885716222000 
2003/12/31,0.00711268646019314000 ,0.00584160463192718000 ,0.01017632131988110000 ,0.03267136090255460000 ,-0.02559334751236900000 ,0.07375540925398540000 ,0.01928000384578520000 ,0.02118999079953480000 ,0.03382000569510920000 ,0.01232999469250350000 ,0.02937108749454080000 ,0.00422435973053359000 ,0.02371870307998210000 ,0.06266037084933380000 ,0.05424073550036110000 ,0.07812460458911600000 ,0.07241049713062050000 ,0.08212494879354630000 ,0.06933508459655680000 ,0.05975728235274750000 ,0.03458327443747320000 ,0.06164050555393490000 ,0.02028775660975750000 ,0.02996877294000510000 ,0.04345096069320610000 ,0.05244457759914290000 
2004/1/31,0.00451362266616218000 ,0.00210721077247267000 ,0.00804538932058541000 ,0.00373288964442642000 ,-0.02125631946197440000 ,0.01813140207277540000 ,0.01950000175762790000 ,0.02798999817435940000 ,0.00645999829855404000 ,0.01210999919790170000 ,0.00512675458756129000 ,0.01232689487018310000 ,0.01615300763056180000 ,0.01604592373548640000 ,0.01046787873039530000 ,0.01414081886080650000 ,0.03491565374841810000 ,0.01169126003162860000 ,0.01809212595322230000 ,0.06015569160011180000 ,0.02042233187844310000 ,0.01758372389870310000 ,0.04344589883401980000 ,0.02905047548295660000 ,-0.03129137080274400000 ,0.01835497205994810000 
2004/2/29,0.01448216370919720000 ,0.00502615652887495000 ,0.01082414194697550000 ,0.00515221512314690000 ,0.00678738117350597000 ,0.06488200964222270000 ,0.01109999887012480000 ,0.01202000283462110000 ,0.01998999592325170000 ,0.00550000771857206000 ,0.00348248205994084000 ,0.02477382652049180000 ,-0.00109659103222592000 ,0.01674517850928230000 ,0.02164451711687180000 ,0.02308416636410680000 ,0.04586266852891720000 ,0.02928910754610460000 ,-0.00293693615636148000 ,0.03351922555492840000 ,0.00635328953357561000 ,0.02143179972729080000 ,0.00896433154746545000 ,0.02153437101592900000 ,-0.01565411852404030000 ,0.01389944382862750000 
2004/3/31,-0.00477649063324093000 ,0.00321494182486215000 ,0.00748898678414101000 ,0.01107652395099850000 ,0.01771717850671340000 ,0.03087743544531030000 ,0.00358999767393664000 ,0.00057999971080802100 ,0.01122999962763770000 ,0.00432998938119789000 ,0.02495881095102880000 ,0.01739097835825070000 ,0.00667138183301375000 ,-0.00663583296276271000 ,-0.00493019639576686000 ,0.00562666087087194000 ,0.01249785862235430000 ,-0.03116365139945760000 ,0.13427253579244200000 ,-0.01708110867669270000 ,-0.01855019041638740000 ,-0.00875207880620743000 ,0.00931966527091754000 ,0.00020896228230804500 ,0.07648617947747070000 ,-0.01508623261920390000 
2004/4/30,-0.02087686376565350000 ,-0.01007172287501900000 ,-0.02601661565369480000 ,-0.03656403634352960000 ,0.01140684410646390000 ,-0.01773654830743850000 ,-0.02077999745755300000 ,-0.00561999095638632000 ,-0.02839999836017300000 ,-0.00505999875102858000 ,-0.05431102294880120000 ,-0.04649237322039300000 ,-0.00660130733040387000 ,-0.02048124985950040000 ,-0.08338931027871930000 ,-0.02262083475853190000 ,-0.08188427531717770000 ,-0.00829409159821559000 ,-0.05421694654587360000 ,-0.05496883656509700000 ,-0.01162529342169450000 ,-0.02443960649982700000 ,-0.05098440379164260000 ,-0.03671744855378830000 ,-0.09309414937272830000 ,-0.01569842827886240000 
2004/5/31,-0.00226416171924715000 ,-0.00113046606032596000 ,-0.00400587067253722000 ,0.00490036117232773000 ,0.01774098166765240000 ,0.01695473638385230000 ,-0.00190999692198668000 ,-0.00312000082093788000 ,-0.00694999619336911000 ,-0.00344999379974986000 ,-0.01482767350186240000 ,0.01643975415686420000 ,-0.01571150875609620000 ,0.00911077994209930000 ,0.02652895431299850000 ,0.00336251084016470000 ,-0.01994893051450620000 ,0.01624032415525980000 ,-0.03511266861009980000 ,-0.03358676070959650000 ,0.01863884818484180000 ,0.01019834422320030000 ,0.01591628572886820000 ,0.02481298209867560000 ,0.02275371687136380000 ,0.01372289876769070000 
2004/6/30,0.00337285206345017000 ,-0.00010288595092333700 ,0.00565166513530846000 ,0.00292256597772922000 ,-0.01617762861225970000 ,-0.04146226706158220000 ,0.01064999540036030000 ,0.01757999135755380000 ,-0.00110000512044728000 ,0.00161000107320031000 ,0.01468374876105870000 ,-0.00261326745333657000 ,0.01452741274956250000 ,0.02052894862220130000 ,0.04235896558415520000 ,0.02191036151297700000 ,0.00426216897676612000 ,0.01337567950884220000 ,0.05385501469008450000 ,-0.00902815076932795000 ,0.01249575051863760000 ,0.02362819799243820000 ,0.04211339907379390000 ,0.02766239954951600000 ,-0.00328656301352548000 ,0.01944493698096440000 
